학교열쇠,학교명,학교급,시도,주소,등급,방법,위도,경도
8642010,현산중학교,중학교,전남,전남광주통합특별시 해남군 현산면 탑동리길 ,B,공식·이름일치(주소 다름),34.4585056719,126.5577406582
8642018,현산초등학교,초등학교,전남,전남광주통합특별시 해남군 현산면 현산북평로,B,공식·이름일치(주소 다름),34.45943692,126.5535613
8722026,흑산초등학교영산분교장,초등학교,전남,전남광주통합특별시 신안군 흑산면 영산길 19-18,O,OSM 같은이름(유일) · 주소변환과 0.0km,34.6516857,125.4681049
8722025,흑산초등학교장도분교장,초등학교,전남,전남광주통합특별시 신안군 흑산면 장도길 49-1,G,주소변환(Nominatim),34.6786839,125.3782532
8722027,흑산초등학교하태분교장,초등학교,전남,전남광주통합특별시 신안군 흑산면 장굴길 43-2,G,"주소변환(Photon, 도로명·번호 일치)",34.3910178,125.2988657
8722029,흑산초등학교흑산동분교장,초등학교,전남,전남광주통합특별시 신안군 흑산면 김이수길 29-2,B,공식·이름일치(주소 다름) · 주소변환과 0.0km,34.73144241,125.4647307
local-27d5d08ac1aa,(가칭)호명중학교,중학교,경북,경상북도 예천군 예천읍 중앙로 40-5,G,주소변환(Nominatim),36.6554832,128.4545242
8750667,경북기계금속고등학교,고등학교,경북,경상북도 경산시 자인면,B,공식·이름일치(주소 다름) · 주소변환과 0.2km,35.8198905494,128.8217723053
8750358,경북영광학교,특수학교,경북,경상북도 영천시 북안면 신평탑골길 4,X,못 찾음,,
8750818,경북온라인학교,각종학교(고),경북,경상북도 경산시 남산면 하대2길 32-7,X,못 찾음,,
8750646,경산자인학교,특수학교,경북,경상북도 경산시 자인면 원효로156길 ,O,OSM 같은이름(유일),35.8074368,128.8171496
8851060,경산초등학교,초등학교,경북,경상북도 경산시 경안로 84 경산초등학교,B,공식·이름일치(주소 다름),35.8153508341,128.7398902
8750356,경희학교,특수학교,경북,경상북도 경주시 초당길15번길 15,O,OSM 같은이름(유일) · 주소변환과 0.0km,35.8472093,129.2311182
8750362,구미혜당학교,특수학교,경북,경상북도 구미시 선산대로 129-1,G,주소변환 — OSM 같은이름은 4.3km 떨어져 버림,36.1804367,128.3494301
8750642,글로벌선진학교문경캠퍼스,각종학교(고),경북,경상북도 문경시 영순면 영순로 366,O,OSM 같은이름(유일) · 주소변환과 1.2km,36.576522,128.244003
8750643,글로벌선진학교문경캠퍼스(중),각종학교(중),경북,경상북도 문경시 영순면 영순로 366,G,주소변환(Nominatim),36.5749286,128.2574103
8801140,금오중학교,중학교,경북,경상북도 구미시 왕산로,B,공식·이름일치(주소 다름) · 주소변환과 0.7km,36.0852838228,128.3703888981
8781058,김천초등학교,초등학교,경북,경상북도 김천시 남산공원3길 11-3,B,공식·이름일치(주소 다름),36.1181609509,128.1206130001
8821075,나무와중학교,각종학교(중),경북,경상북도 영천시 대창면 금창로 1095-60,D,도로 수준(근사) — 건물번호를 못 찾아 도로 위치,35.8887456,128.8892468
8761117,달전초등학교,초등학교,경북,경상북도 포항시 북구 흥해읍 이인로101번길 27-10,O,OSM 같은이름(유일) · 주소변환과 0.0km,36.0699133,129.3363531
8750733,대경문화예술고등학교,각종학교(고),경북,경상북도 경산시 자인면 단북1길 65,G,주소변환(Nominatim),35.8351207,128.8165215
8750761,링컨중고등학교,각종학교(고),경북,경상북도 김천시 대덕면 관기3길 129-505,X,못 찾음,,
8821074,산자연중학교,각종학교(중),경북,경상북도 영천시 화북면 오공길 189,X,못 찾음,,
8750357,상희학교,특수학교,경북,경상북도 상주시 상서문1길 99,O,OSM 같은이름(유일),36.412101,128.1571378
8750637,석적고등학교,고등학교,경북,경상북도 칠곡군 석적읍 동중리 1길 65-20,B,공식·이름일치(주소 다름),36.08165963,128.4184574689
8750360,안동영명학교,특수학교,경북,경상북도 안동시 북후면 산약길 12,X,못 찾음,,
8750359,안동진명학교,특수학교,경북,경상북도 안동시 평화7길 33,O,OSM 같은이름(유일) · 주소변환과 0.2km,36.5684508,128.7153467
8851074,와촌초등학교,초등학교,경북,경상북도 경산시 와촌면 금송로,B,공식·이름일치(주소 다름) · 주소변환과 2.0km,35.9364481603,128.8349214649
8761261,초곡초등학교,초등학교,경북,경상북도 포항시 북구 흥해읍 초곡지구로 ,B,공식·이름일치(주소 다름) · 주소변환과 0.6km,36.0974895395,129.3332757801
8750361,포항명도학교,특수학교,경북,경상북도 포항시 북구 소티재로 133,O,OSM 같은이름(유일) · 주소변환과 0.0km,36.0627664,129.3513322
8761158,포항영흥초등학교,초등학교,경북,경상북도 포항시 북구 중앙로 212,B,공식·이름일치(주소 다름) · 주소변환과 0.7km,36.0309666233,129.3680916292
8761275,포항해오름중학교,중학교,경북,경상북도 포항시 남구 오천읍 하원로26번길 20-11,B,공식·이름일치(주소 다름) · 주소변환과 0.0km,35.97310434,129.4073954386
8750634,학력인정경북미용예술고등학교,평생학교(고)-3년6학기,경북,경상북도 김천시 어모면 은림로 50-36,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",36.1904852,128.1386513
8750610,한동글로벌학교,특수학교,경북,경상북도 포항시 북구 흥해읍 한동로 558,G,주소변환(Nominatim),36.103127,129.3886111
local-bfe1791bf1ae,한동글로벌학교(중),각종학교(중),경북,경상북도 포항시 북구 흥해읍 한동로 558,G,주소변환(Nominatim),36.103127,129.3886111
local-efc128eb66ba,한동글로벌학교(초),각종학교(초),경북,경상북도 포항시 북구 흥해읍 한동로 558,G,주소변환(Nominatim),36.103127,129.3886111
8761168,효자초등학교,초등학교,경북,경상북도 포항시 남구 효성로 30,B,공식·이름일치(주소 다름) · 주소변환과 0.2km,36.0056676281,129.3375141627
9051008,가좌초등학교,초등학교,경남,경상남도 진주시 내동로 348번길,B,공식·이름일치(주소 다름),35.1495778422,128.1033319905
9111148,거제상문중학교,중학교,경남,경상남도 거제시 상동5길 75-25,B,공식·이름일치(주소 다름) · 주소변환과 0.3km,34.86279386,128.6347465301
9010202,거제애광학교,특수학교,경남,경상남도 거제시 거제대로 3063,O,OSM 같은이름(유일) · 주소변환과 0.0km,34.8667645,128.7213477
9010572,거창나래학교,특수학교,경남,경상남도 거창군 마리면 송림길 52,O,OSM 같은이름(유일),35.7007392,127.8515491
9010659,거창연극고등학교,각종학교(고),경남,경상남도 거창군 위천면 모동길 11-15,O,OSM 같은이름(유일) · 주소변환과 0.0km,35.755863,127.834384
9010539,경남고성음악고등학교,각종학교(고),경남,경상남도 고성군 하일면 공룡로 987,G,주소변환(Nominatim),34.9435707,128.196148
9010533,경남꿈키움중학교,각종학교(중),경남,경상남도 진주시 이반성면 길성길 1-80,O,OSM 같은이름(유일) · 주소변환과 1.1km,35.1534658,128.3259687
9010194,경남전자고등학교,고등기술학교,경남,경상남도 창원시 마산합포구 노산북6길 63,G,주소변환(Nominatim),35.2143689,128.5727355
9010200,경남혜림학교,특수학교,경남,경상남도 창원시 마산회원구 합성북2길 48,G,주소변환(Nominatim),35.2439357,128.5808283
C020714,경상국립대학교사범대학부설고등학교,고등학교,경남,경상남도 진주시 가좌길29번길,B,공식·이름일치(주소 다름) · 주소변환과 0.1km,35.1589968042,128.0965347745
9010388,공군항공과학고등학교,고등학교,경남,경상남도 진주시 금산면 송백로 46,G,주소변환(Nominatim),35.1919349,128.1362682
9091243,김해구산중학교,중학교,경남,경상남도 김해시 구산로5번길 31,G,주소변환 — OSM 같은이름은 30.9km 떨어져 버림,35.2549008,128.8695206
9010696,김해금곡고등학교,각종학교(고),경남,경상남도 김해시 한림면 금곡로182번길 43,G,주소변환 — OSM 같은이름은 21.0km 떨어져 버림,35.3434892,128.816012
9010536,김해은혜학교,특수학교,경남,경상남도 김해시 화목로 180,X,못 찾음,,
9171006,남명초등학교,초등학교,경남,경상남도 남해군 남면 남서대로 748,B,공식·이름일치(주소 다름) · 주소변환과 0.4km,34.7726465071,127.8900291768
9010672,남해보물섬고등학교,각종학교(고),경남,경상남도 남해군 창선면 서부로 1058-18,G,주소변환(Nominatim),34.8392448,127.9828208
9010044,대곡고등학교,고등학교,경남,경상남도 진주시 대곡면 남강로2438번길 39,G,주소변환 — OSM 같은이름은 69.0km 떨어져 버림,35.2611129,128.1660044
9091026,대동초등학교,초등학교,경남,경상남도 김해시 대동면 대동로 287,B,공식·이름일치(주소 다름) · 주소변환과 2.0km,35.2434729594,128.9802738
9010695,밀양아리솔학교,특수학교,경남,경상남도 밀양시 초동면 성만남전로 25,O,OSM 같은이름(유일) · 주소변환과 0.0km,35.408787,128.6956547
9010538,밀양영화고등학교,각종학교(고),경남,경상남도 밀양시 상남면 평촌중앙로 61-6,G,주소변환(Nominatim),35.4102878,128.7753533
9022504,북면중학교,중학교,경남,경상남도 창원시 의창구 북면 동전로110번길 26,B,공식·이름일치(주소 다름),35.30537723,128.5986797
9091238,신문초등학교,초등학교,경남,경상남도 김해시 신문1로 10,O,OSM 같은이름(유일),35.1886252,128.8279436
9010434,양산희망학교,특수학교,경남,경상남도 양산시 상북면 충렬로 993-25,G,주소변환 — OSM 같은이름은 4.0km 떨어져 버림,35.3931334,129.0489889
9010691,의령은광학교,특수학교,경남,경상남도 의령군 가례면 홍의로 236,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",35.3338912,128.2205393
9091242,주동초등학교,초등학교,경남,경상남도 김해시 주촌면 고모로134번길 54-49,O,OSM 같은이름(유일),35.24494,128.8365756
9051137,진주중학교부설방송통신중학교,방송통신중학교,경남,경상남도 진주시 의곡길15번길 1,H,본교(진주중학교) 좌표,35.1995329007,128.0805137107
9010201,진주혜광학교,특수학교,경남,경상남도 진주시 문산읍 월아산로1048번길 36,O,OSM 이름 변형(지역명·분교장 표기 차이) · 주소변환과 0.1km,35.1640758,128.1685369
9010503,창원동백학교,특수학교,경남,경상남도 창원시 마산합포구 구산면 반동길 370,D,"도로 수준(근사, Photon) — 건물을 못 찾아 도로 위치",35.0837699,128.5835454
9010569,창원예술학교,각종학교(고),경남,경상남도 창원시 마산회원구 구암북12길 24,G,주소변환(Nominatim),35.2564181,128.5983732
9010397,창원천광학교,특수학교,경남,경상남도 창원시 성산구 원이대로878번길 20,O,OSM 같은이름(유일),35.2106765,128.692796
9051122,초전초등학교,초등학교,경남,경상남도 진주시 초전북로,B,공식·이름일치(주소 다름) · 주소변환과 0.3km,35.20787261,128.1144687679
9071082,충무고등공민학교,고등공민학교,경남,경상남도 통영시 서문로 21,G,"주소변환(Photon, 도로명·번호 일치)",34.8882492,128.6184808
9010348,통영잠포학교,특수학교,경남,경상남도 통영시 도산면 도산일주로 1705,G,주소변환(Nominatim),34.9083872,128.3328446
9010387,학력인정 경남미용고등학교(2년제),평생학교(고)-2년6학기,경남,경상남도 창원시 마산회원구 봉암북6길 13,G,주소변환(Nominatim),35.2228138,128.59811
9010337,학력인정 경남미용고등학교(3년제),평생학교(고)-3년6학기,경남,경상남도 창원시 마산회원구 봉암북6길 13,G,주소변환(Nominatim),35.2228138,128.59811
9091086,활천중학교,중학교,경남,경상남도 김해시 분성로 707,B,공식·이름일치(주소 다름) · 주소변환과 6.5km 어긋남(이전 여부 확인),35.2356857878,128.9239732539
9299125,대정초등학교마라분교장,초등학교,제주,제주특별자치도 서귀포시 대정읍 마라로 58,G,주소변환(Nominatim),33.1191908,126.2667764
9290085,서귀포온성학교,특수학교,제주,제주특별자치도 서귀포시 516로 447-10,O,OSM 같은이름(유일) · 주소변환과 2.4km,33.291679,126.5930581
9290084,제주영송학교,특수학교,제주,제주특별자치도 제주시 애월읍 광령중길 126-3,X,못 찾음,,
9290083,제주영지학교,특수학교,제주,제주특별자치도 제주시 간월동로3길 15,O,OSM 같은이름(유일) · 주소변환과 0.1km,33.4884465,126.5423446
9290204,제주온라인학교,각종학교(고),제주,제주특별자치도 제주시 1100로 3213-3,G,주소변환(Nominatim),33.47279,126.485552
9296100,한림초등학교비양분교장,초등학교,제주,제주특별자치도 제주시 한림읍 비양도길 270,O,OSM 같은이름(유일),33.4071238,126.2313017
local-421a8596f2c7,AIDT고등학교,고등학교,재외,대구광역시 동구 동내로 64,G,주소변환(Nominatim),35.8772315,128.73536
local-1521f24e5bb3,AIDT중학교,중학교,재외,대구광역시 동구 동내로 64,G,주소변환(Nominatim),35.8772315,128.73536
local-5b6e6e055f3a,AIDT초등학교,초등학교,재외,대구광역시 동구 동내로 64,G,주소변환(Nominatim),35.8772315,128.73536
