시도,수요기관,계약명,계약일,금액,업체명,구분,태그
충북,충청북도교육청 충청북도충주교육지원청,2025학년도 연간 AI디지털교과서 구독(비상교육),2025-12-05,7556460,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
충북,충청북도교육청 충청북도충주교육지원청,2025학년도 연간 AI디지털교과서 구독(와이비엠),2025-12-05,3757020,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
충북,충청북도교육청 충청북도충주교육지원청,2025학년도 연간 AI디지털교과서 구독(미래엔),2025-12-05,5330000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
충북,충청북도교육청 충청북도충주교육지원청,2025학년도 연간 AI디지털교과서 구독(천재교과서),2025-12-05,45487990,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
충북,충청북도교육청 충청북도충주교육지원청,2025학년도 연간 AI디지털교과서 구독(아이스크림미디어),2025-12-05,1350000,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
경기,경기도교육청 경기도연천교육지원청,"연천형 하이러닝 도움자료집(교사용,학생용) 및 AI 활용 학생용 워크북 제작 용역",2025-12-05,22000000,사단법인 컴퓨팅교사협회,기술용역,하이러닝
서울,서울특별시교육청 서울특별시성동광진교육지원청,2025학년도 1학기 AIDT 디지털 교과서 이용 계약(와이비엠),2025-12-04,5187500,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
서울,서울특별시교육청 서울특별시성동광진교육지원청,2025학년도 전학기 AIDT 디지털 교과서 이용 계약(와이비엠),2025-12-04,4382400,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
서울,서울특별시교육청 서울특별시성동광진교육지원청,2025학년도 전학기 AIDT 디지털 교과서 이용 계약(동아출판),2025-12-04,12410400,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시성동광진교육지원청,2025학년도 전학기 AIDT 디지털 교과서 이용 계약(비상교육),2025-12-04,24468610,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시성동광진교육지원청,2025학년도 전학기 AIDT 디지털 교과서 이용 계약(천재교과서),2025-12-04,49243050,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시성동광진교육지원청,2025학년도 1학기 AIDT 디지털 교과서 이용 계약(천재교과서),2025-12-04,42731860,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도원주교육지원청,2025학년도 AI 디지털교과서 서비스 공급 용역_비상교육(12개월),2025-12-05,19973320,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시동부교육지원청,2025학년도 1학기 초등학교 AIDT 서비스 공급 용역(아****),2025-08-31,7152600,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강서양천교육지원청,2025학년도 중학교 AI 디지털교과서 서비스 공급 용역 계약 ((주)미래엔),2025-08-31,1936390,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
광주,광주광역시교육청 광주광역시서부교육지원청,2025학년도 초등 AI 디지털교과서 구독 용역 [천재교과서] - 1학기,2025-12-04,75870450,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
광주,광주광역시교육청 광주광역시서부교육지원청,2025학년도 초등 AI 디지털교과서 구독 용역 [천재교과서] - 학년도 및 2학기,2025-12-04,43319250,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
광주,광주광역시교육청 광주광역시서부교육지원청,2025학년도 초등 AI 디지털교과서 구독 용역 [와이비엠],2025-12-04,12419640,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
광주,광주광역시교육청 광주광역시서부교육지원청,2025학년도 중등·특수 AI 디지털교과서 구독 용역 [비상교육],2025-12-04,13779600,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
광주,광주광역시교육청 광주광역시서부교육지원청,2025학년도 중등·특수 AI 디지털교과서 구독 용역 [동아출판],2025-12-04,12798600,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
광주,광주광역시교육청 광주광역시서부교육지원청,2025학년도 중등·특수 AI 디지털교과서 구독 용역 [엔이능률],2025-12-04,148300,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
광주,광주광역시교육청 광주광역시서부교육지원청,2025학년도 중등·특수 AI 디지털교과서 구독 용역 [미래엔],2025-12-04,108300,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
광주,광주광역시교육청 광주광역시서부교육지원청,2025학년도 중등·특수 AI 디지털교과서 구독 용역 [천재교과서],2025-12-04,20970300,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
광주,광주광역시교육청 광주광역시서부교육지원청,2025학년도 초등 AI 디지털교과서 구독 용역 [아이스크림미디어],2025-12-04,660000,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
경북,경상북도교육청,AI 기반 온라인 디자인 플랫폼(미리캔버스) 활용 교원 역량강화 직무 연수 운영 위탁 용역,2025-12-05,20588000,엘위드,기술용역,미리캔버스
서울,서울특별시교육청 서울특별시중부교육지원청,(천재교과서)2025학년도 초·중등 AIDT 서비스 공급 용역계약(1년),2025-08-31,5583150,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시중부교육지원청,(천재교과서)2025학년도 초·중등 AIDT 서비스 공급 용역계약(6개월),2025-08-31,12449950,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경남,경상남도교육청 경상남도진주교육지원청,2025학년도 전학기 AI 디지털 교과서(검정) 구독 용역(와이비엠),2025-11-17,1780350,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
경기,경기도교육청 경기도시흥교육지원청,2025학년도 AIDT(AI 디지털교과서) 용역 계약(천재교과서),2025-12-03,74146290,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
충북,충청북도교육청 충청북도영동교육지원청,2025학년도 초.중등 AI디지털교과서 연간 구독 계약,2025-12-04,839880,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
충북,충청북도교육청 충청북도영동교육지원청,2025학년도 초.중학교 AI 디지털교과서 연간 구독 계약,2025-12-04,11104330,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
충북,충청북도교육청 충청북도영동교육지원청,2025학년도 초.중학교 AI디지털교과서 연간 구독 계약,2025-12-04,2107630,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도원주교육지원청,2025학년도 AI 디지털교과서 서비스 공급 용역_아이스크림미디어(12개월),2025-12-09,7775310,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도원주교육지원청,2025학년도 AI 디지털교과서 서비스 공급 용역_와이비엠(12개월),2025-12-09,32090400,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도원주교육지원청,2025학년도  AI 디지털교과서 서비스 공급 용역_와이비엠(6개월),2025-12-09,23175750,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도원주교육지원청,2025학년도  AI 디지털교과서 서비스 공급 용역_와이비엠(6개월),2025-12-09,23175750,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도원주교육지원청,2025학년도 AI 디지털교과서 서비스 공급 용역_와이비엠(12개월),2025-12-09,32090400,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도원주교육지원청,2025학년도 AI 디지털교과서 서비스 공급 용역_아이스크림미디어(12개월),2025-12-09,7775310,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시중부교육지원청,(천재교과서)2025학년도 초·중등 AIDT 서비스 공급 용역계약(6개월),2025-08-31,12449950,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시중부교육지원청,(교학사) 2025학년도 초·중등 AIDT 서비스 공급 용역계약,2025-08-31,3073770,(주)교학사,기술용역,교학사 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시중부교육지원청,(천재교과서)2025학년도 초·중등 AIDT 서비스 공급 용역계약(1년),2025-08-31,5583150,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
충북,충청북도교육청 충청북도영동교육지원청,2025학년도 초.중등 AI디지털교과서 연간 구독 계약,2025-12-04,839880,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
충북,충청북도교육청 충청북도영동교육지원청,2025학년도 초.중학교 AI디지털교과서 연간 구독 계약,2025-12-04,2107630,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
충북,충청북도교육청 충청북도영동교육지원청,2025학년도 초.중학교 AI 디지털교과서 연간 구독 계약,2025-12-04,11104330,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
충북,충청북도교육청 충청북도영동교육지원청,2025학년도 초.중학교 AI 디지털교과서 연간 구독 계약,2025-12-04,11104330,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 초·중학교 AIDT 계약,2025-08-31,115283360,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 초·중학교 AIDT 계약,2025-08-31,99464900,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 중학교 AIDT 계약,2025-08-31,4106970,(주)교학사,기술용역,교학사 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 초·중학교 AIDT 계약,2025-08-31,99464900,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 중학교 AIDT 계약,2025-08-31,4106970,(주)교학사,기술용역,교학사 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 중학교 AIDT 계약,2025-08-31,21667720,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 1학기 강남서초교육지원청 초등학교 AIDT계약,2025-08-31,17019500,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 초등학교 AIDT 계약,2025-08-31,44032800,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 중학교 AIDT 계약,2025-08-31,29416250,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 초·중학교 AIDT 계약,2025-08-31,34015600,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 1학기 강남서초교육지원청 초등학교 AIDT계약,2025-08-31,17019500,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 초등학교 AIDT 계약,2025-08-31,44032800,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 초·중학교 AIDT 계약,2025-08-31,34015600,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 중학교 AIDT 계약,2025-08-31,29416250,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 중학교 AIDT 계약,2025-08-31,21667720,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 중학교 AIDT 계약,2025-08-31,4530000,주식회사 지학사,기술용역,지학사 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 중학교 AIDT 계약,2025-08-31,4530000,주식회사 지학사,기술용역,지학사 AI·디지털 교육자료
경기,경기도교육청 경기도안산교육지원청,2025 안산 캔바 아카데미 패밀리 데이 운영 용역,2025-11-21,6064680,테크빌교육(주),기술용역,Canva
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 초·중학교 AIDT 계약,2025-08-31,115283360,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시강남서초교육지원청,2025학년도 강남서초교육지원청 초·중학교 AIDT 계약,2025-08-31,99464900,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시서부교육지원청,2025학년도 중학교 AI 디지털교과서 서비스 공급 용역계약(비상교육),2025-12-03,38594150,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시서부교육지원청,2025학년도 초.중학교 AI 디지털교과서 서비스 공급 연단위 용역계약(천재교과서),2025-12-12,37663050,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경남,경상남도교육청 경상남도사천교육지원청,2025학년도 1학기 AI 디지털교과서 구독(천재교과서),2025-11-20,12162600,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
경남,경상남도교육청 경상남도사천교육지원청,2025학년도 AI 디지털교과서 구독,2025-11-21,11667480,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
경남,경상남도교육청 경상남도사천교육지원청,2025학년도 1학기 AI디지털교과서 구독,2025-11-19,2578750,(주)천재교육,기술용역,천재교과서 AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI 디지털교육자료 구독료 및 클라우드 사용료 지급(천재교과서),2025-12-15,388590320,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI디지털교육자료 구독료 및 클라우드 사용료 지급(천재교육),2025-12-15,180000,(주)천재교육,기술용역,천재교과서 AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI디지털교육자료 구독료 및 클라우드 사용료 지급(천재교육),2025-12-15,210000,(주)천재교육,기술용역,천재교과서 AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI디지털교육자료 구독료 및 클라우드 사용료 지급(와이비엠),2025-12-15,98026400,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
서울,서울특별시교육청 서울특별시동부교육지원청,2025학년도 1학기 초등학교 AIDT 서비스 공급 용역(천****),2025-08-31,51742140,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시동부교육지원청,2025학년도 1학기 중학교 AIDT 서비스 공급 용역(천****),2025-08-31,19467950,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시동부교육지원청,2025학년도 1학기 초등학교 AIDT 서비스 공급 용역(천****),2025-08-31,82279190,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI디지털교육자료 구독료 및 클라우드 사용료 지급(와이비엠),2025-12-15,98026400,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI디지털교육자료 구독료 및 클라우드 사용료 지급(천재교육),2025-12-15,210000,(주)천재교육,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시동부교육지원청,2025학년도 1학기 초등학교 AIDT 서비스 공급 용역(천****),2025-08-31,51742140,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI 디지털교육자료 구독료 및 클라우드 사용료 지급(천재교과서),2025-12-15,388590320,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시동부교육지원청,2025학년도 1학기 중학교 AIDT 서비스 공급 용역(천****),2025-08-31,19467950,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시동부교육지원청,2025학년도 1학기 초등학교 AIDT 서비스 공급 용역(천****),2025-08-31,82279190,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시동부교육지원청,2025학년도 1학기 초등학교 AIDT 서비스 공급 용역(천****),2025-08-31,82279190,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI디지털교육자료 구독료 및 클라우드 사용료 지급(동아출판),2025-12-15,17319390,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시동부교육지원청,2025학년도 1학기 초등학교 AIDT 서비스 공급 용역(와***),2025-08-31,8193250,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI디지털교육자료 구독료 및 클라우드 사용료 지급(앤이능률),2025-12-15,7309990,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시동부교육지원청,2025학년도 1학기 초등학교 AIDT 서비스 공급 용역(와***),2025-08-31,8193250,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI디지털교육자료 구독료 및 클라우드 사용료 지급(와이비엠),2025-12-15,98026400,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI디지털교육자료 구독료 및 클라우드 사용료 지급(동아출판),2025-12-15,17319390,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI디지털교육자료 구독료 및 클라우드 사용료 지급(비상교육),2025-12-16,93499100,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI디지털교육자료 구독료 및 클라우드 사용료 지급(앤이능률),2025-12-15,7309990,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI디지털교육자료 구독료 및 클라우드 사용료 지급(아이스크림미디어),2025-12-16,1246520,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI디지털교육자료 구독료 및 클라우드 사용료 지급(교학사),2025-12-16,4744700,(주)교학사,기술용역,교학사 AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI 디지털교육자료 구독료 및 클라우드 사용료 지급(천재교과서),2025-12-15,388590320,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI디지털교육자료 구독료 및 클라우드 사용료 지급(천재교육),2025-12-15,210000,(주)천재교육,기술용역,천재교과서 AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI디지털교육자료 구독료 및 클라우드 사용료 지급(천재교육),2025-12-15,210000,(주)천재교육,기술용역,천재교과서 AI·디지털 교육자료
충북,충청북도교육청 충청북도제천교육지원청,2025학년도 AI 디지털교과서 서비스 공급 용역(와이비엠),2025-12-22,9482710,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
충북,충청북도교육청 충청북도제천교육지원청,2025학년도 AI 디지털교과서 서비스 공급 용역(동아출판),2025-12-22,17265010,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
충북,충청북도교육청 충청북도제천교육지원청,2025학년도 AI 디지털교과서 서비스 공급 용역(비상교과서),2025-12-22,27532460,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
충북,충청북도교육청 충청북도제천교육지원청,2025학년도 1학기 AI 디지털교과서 서비스 공급 용역(천재교과서_학기단위),2025-12-22,12096580,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
충북,충청북도교육청 충청북도제천교육지원청,2025학년도 AI 디지털교과서 서비스 공급 용역(천재교과서_연단위),2025-12-19,19415340,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI디지털교육자료 구독료 및 클라우드사용료 지급(지학사),2025-12-17,120800,주식회사 지학사,기술용역,지학사 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도정선교육지원청,2025학년도 AI 디지털교과서 서비스 공급 용역,2025-12-17,8887980,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도정선교육지원청,2025학년도 AI 디지털교과서 서비스 공급 용역,2025-12-17,8887980,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도정선교육지원청,2025학년도 AI 디지털교과서 서비스 공급 용역,2025-12-18,3315000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI디지털교육자료 구독료 및 클라우드사용료 지급(지학사),2025-12-17,120800,주식회사 지학사,기술용역,지학사 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도강릉교육지원청,2025학년도 1학기 AI 디지털교과서(천재교과서) 서비스공급 용역계약,2025-12-22,21930390,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도강릉교육지원청,2025학년도 1학기 AI 디지털교과서(와이비엠) 서비스공급 용역계약,2025-12-22,4257500,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도강릉교육지원청,2025학년도 AI 디지털교과서(천재교과서) 서비스공급 용역계약,2025-12-18,10340670,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도강릉교육지원청,2025학년도 AI 디지털교과서(와이비엠) 서비스공급 용역계약,2025-12-22,3580440,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도강릉교육지원청,2025학년도 AI디지털교과서(아이스크림미디어) 서비스공급 용역계약,2025-12-22,3233040,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도강릉교육지원청,2025학년도 AI 디지털교과서(비상교육) 서비스공급 용역계약,2025-12-22,2779200,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도강릉교육지원청,2025학년도 AI 디지털교과서(동아출판) 서비스공급 용역계약,2025-12-22,4412480,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도정선교육지원청,2025학년도 AI 디지털교과서 서비스 공급 용역(1학기),2025-12-17,10256630,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도정선교육지원청,2025학년도 AI 디지털교과서 서비스 공급 용역(1학기),2025-12-17,10256630,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도강릉교육지원청,2025학년도 AI 디지털교과서(천재교과서) 서비스공급 용역계약,2025-12-18,10340670,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
전북,전북특별자치도교육청,2025년 2학기 AI디지털교육자료 구독료 및 클라우드 사용료 지급(비상교육),2025-12-16,93499100,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도정선교육지원청,2025학년도 AI 디지털교과서 서비스 공급 용역,2025-12-22,1022810,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도정선교육지원청,2025학년도 AI 디지털교과서 서비스 공급 용역,2025-12-18,3315000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도강릉교육지원청,2025학년도 AI 디지털교과서(천재교과서) 서비스공급 용역계약,2025-12-18,10340670,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시동부교육지원청,2025학년도 1학기 초등학교 AIDT 서비스 공급 용역(동***),2025-08-31,5985000,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시동부교육지원청,2025학년도 1학기 중학교 AIDT 서비스 공급 용역(동***),2025-08-31,22763440,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
서울,서울특별시교육청 서울특별시동부교육지원청,2025학년도 1학기 중학교 AIDT 서비스 공급 용역(비***),2025-08-31,19562080,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도정선교육지원청,2025학년도 AI 디지털교과서 서비스 공급 용역,2025-12-22,1022810,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
충북,충청북도교육청 충청북도진천교육지원청,2025학년도 연간 AI 디지털교과서 이용 용역((주)미래엔)),2025-12-23,9332000,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
경기,경기도교육청 경기도포천교육지원청,2025학년도 디지털교과서(AIDT) 사용 용역(아이스크림미디어_학년단위),2025-12-22,1277940,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
경기,경기도교육청 경기도포천교육지원청,2025학년도 디지털교과서(AIDT) 사용 용역(미래엔_학년단위),2025-12-22,6491310,주식회사 미래엔,기술용역,미래엔 AI·디지털 교육자료
경기,경기도교육청 경기도포천교육지원청,2025학년도 디지털교과서(AIDT) 사용 용역(와이비엠_1학기),2025-11-05,7937500,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
경기,경기도교육청 경기도포천교육지원청,2025학년도 디지털교과서(AIDT) 사용 용역(와이비엠_학년단위),2025-12-22,11424980,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
충북,충청북도교육청 충청북도진천교육지원청,2025학년도 연간 AI 디지털교과서 이용 용역((주)비상교육)),2025-12-23,5479760,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
충북,충청북도교육청 충청북도진천교육지원청,2025학년도 연간 AI 디지털교과서 이용 용역(주식회사 엔이능률),2025-12-23,389880,주식회사 엔이능률,기술용역,NE능률 AI·디지털 교육자료
충북,충청북도교육청 충청북도진천교육지원청,2025학년도 연간 AI 디지털교과서 이용 용역(주식회사 와이비엠),2025-12-23,27505910,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
충북,충청북도교육청 충청북도진천교육지원청,2025학년도 연간 AI 디지털교과서 이용 용역((주)천재교과서),2025-12-23,37930260,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도강릉교육지원청,2025학년도 AI디지털교과서(아이스크림미디어) 서비스공급 용역계약,2025-12-22,3233040,주식회사 아이스크림미디어,기술용역,아이스크림미디어 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도강릉교육지원청,2025학년도 AI 디지털교과서(와이비엠) 서비스공급 용역계약,2025-12-22,3580440,주식회사 와이비엠,기술용역,YBM AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도강릉교육지원청,2025학년도 AI 디지털교과서(비상교육) 서비스공급 용역계약,2025-12-22,2779200,(주)비상교육,기술용역,비상교육 AI·디지털 교육자료
강원,강원특별자치도교육청 강원특별자치도강릉교육지원청,2025학년도 AI 디지털교과서(동아출판) 서비스공급 용역계약,2025-12-22,4412480,동아출판(주),기술용역,동아출판 AI·디지털 교육자료
충북,충청북도교육청 충청북도제천교육지원청,2025학년도 AI 디지털교과서 서비스 공급 용역(천재교과서_연단위),2025-12-19,19415340,(주)천재교과서,기술용역,천재교과서 AI·디지털 교육자료
