"과학고·특성화고 에듀테크 활용사례 DB (2023.1~2026.7, 웹 공개자료 기반)",,,,,,,,,,,
,,,,,,,,,,,
연번,학교명,학교유형,지역,제품/서비스명,제품 카테고리,활용 시기,활용 내용,출처 유형,출처 URL,신뢰도,비고
424,청주공업고등학교,특성화고,충북 청주,"Gemini Advanced 비즈니스, ChatGPT Plus, Gamma Pro",생성형 AI 구독,2026.3~4(3건),S2B 수의계약 — 제미나이 어드밴스드 비즈니스 3개월(598.8만)·챗GPT 12개월(59.8만)·감마 프로(31만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202604131152370 외
425,울산공업고등학교,특성화고,울산,워드월(Wordwall),수업 활동 도구 구독,2026.3,S2B 수의계약 — 워드월 스탠다드 프로(1.09만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202603311111579
426,목포공업고등학교,특성화고,전남 목포,워드월(Wordwall),수업 활동 도구 구독,2026.3,S2B 수의계약 — 워드월 프로 1년 연장(14.2만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202603301111205
427,삼일공업고등학교,특성화고,경기 수원,"수원형도제교육 생성형 AI 구독(제품명 미확인), 젠스파크",생성형 AI 구독(도제교육 대형),2026.3(2건),"S2B 수의계약 — 수원형도제교육 생성형AI 구독 서비스 용역(5,200만)·젠스파크 플러스·프로(93.8만) — 본 DB 최대 생성형 AI 계약",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202603091046299 외
428,경북공업고등학교,특성화고,대구,AIDT 교육자료(천재교과서),AI 디지털교과서(AIDT),2026.3,S2B 수의계약 — 교과서형 AI 디지털 교육자료 구독(489.02만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202603121059040
429,동아공업고등학교,특성화고,부산,"AI 컨텐츠 구독(화이트소프트, 이음AI 계열)",생성형 AI 구독(대형),2026.4,"S2B 수의계약 — AI 컨텐츠 구독 공고(1,260만, 화이트소프트)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202604221183661
430,성동공업고등학교,특성화고,서울,"ChatGPT Plus, Claude Pro",생성형 AI 구독,2025.11~12(4건),S2B 수의계약 — 챗GPT5 외 2종(194.5만)·클로드 프로 3건(83.8만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202512300863595 외
431,마산공업고등학교,특성화고,경남 창원,학생·교직원 AI 구독 서비스(제품명 미확인),생성형 AI 구독,2025.12,S2B 수의계약 — 미래역량강화사업 AI 구독서비스(257.4만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202512080790029
432,홍성공업고등학교,특성화고,충남 홍성,Gemini Pro,생성형 AI 구독,2025.11,S2B 수의계약 — 제미나이 Pro 구독(6.6만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202511170726609
433,충남기계공업고등학교,특성화고,충남,글로벌 현장학습 독일어 에듀테크(DEN),외국어 에듀테크 구독,2025.11,S2B 수의계약 — 직업계고 글로벌 현장학습 독일어 교육 에듀테크 구독(22.5만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202511110712492
434,영광공업고등학교,특성화고,전남 영광,패들렛 플래티넘,협업·제작 도구 구독,2025.11,S2B 수의계약 — 패들렛 플래티넘 1년(17만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202511030686625
435,구미전자공업고등학교,특성화고,경북 구미,ChatGPT Plus(지능형과학실),생성형 AI 구독,2025.10,S2B 수의계약 — 지능형과학실 챗GPT5 라이선스(14.8만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202510160638541
436,제천상업고등학교,특성화고,충북 제천,"Claude Pro, 젠스파크",생성형 AI 구독,2026.2~4(2건),S2B 수의계약 — 클로드 프로(4만)·젠스파크 플러스 외 1종(8.6만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202602261020957 외
437,동해상업고등학교,특성화고,강원 동해,ChatGPT Plus,생성형 AI 구독,2026.1,S2B 수의계약 — 챗GPT5 플러스(42만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202601080879830
438,진천상업고등학교,특성화고,충북 진천,AI·디지털 선도학교 에듀테크 구독(제품명 미확인),선도학교 에듀테크,2026.6,S2B 수의계약 — 선도학교 에듀테크 구독(214.8만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606151308258
439,청주여자상업고등학교,특성화고,충북 청주,이음AI PLUS(화이트소프트),교육용 생성형 AI 구독,2026.5,S2B 수의계약 — 이음AI PLUS 정기 구독(420만) — Adobe(G2B) 이어 생성형 AI 추가,S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202605191246658
440,구미여자상업고등학교,특성화고,경북 구미,ChatGPT Plus,생성형 AI 구독,2026.5,S2B 수의계약 — 챗GPT5(17.5만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202605131230891
441,덕암정보고등학교,특성화고,전북,"Claude Pro, Gemini Pro, Zoom Pro AI",생성형 AI·화상수업 구독,2026.5~6(3건),S2B 수의계약 — 클로드 프로(130.2만)·제미나이 프로3.1(77만)·줌 프로 AI(16.5만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202605211254991 외
442,구미정보고등학교,특성화고,경북 구미,타입캐스트(Typecast),AI 음성합성 구독,2026.6(3건),S2B 수의계약 — 타입캐스트 베이직·프로 외 2종 3건(34.6만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606041283686 외 — Typecast 첫 확인
443,공주정보고등학교,특성화고,충남 공주,AI디지털활용 선도학교 소프트웨어(제품명 미확인),선도학교 SW 구독,2026.5(3건),S2B 수의계약 — 선도학교 운영 SW 구독 3건(522.5만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202605201251135 외
444,성일정보고등학교,특성화고,경기 성남,ChatGPT Plus,생성형 AI 구독,2026.4,S2B 수의계약 — 챗GPT5 외 1종(80.4만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202604091144258
445,경성전자고등학교,특성화고,부산,ChatGPT Plus,생성형 AI 구독,2026.3,S2B 수의계약 — 챗GPT 플러스 GPT-5.4(42만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202603171070515
446,영천전자고등학교,특성화고,경북 영천,"AI 코스웨어(통합과학, 제품명 미공개)",AI 코스웨어 구독,2026.4,"S2B 수의계약 — 통합과학교과 AI코스웨어 학생 계정 구독(580만, 에스덕)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202604031126037
447,미림마이스터고등학교,마이스터고,서울,"Adobe(실험실습 라이선스, 연례 갱신)",창작·디자인 SW,2023.7~2025.7(2건),"서울시교육청 수의계약 공개 — Adobe SW 구입(546.48만, 2023.7)·라이선스 구매(825만, 2025.7), 후니테크 경유",교육청 계약정보 공개시스템,https://open.sen.go.kr/fus/1/contractOpen/list0010v.do,상,2026.7.18 직접 열람
448,수도전기공업고등학교,마이스터고,서울,"카피킬러 스쿨(무하유), 넷클래스(학사SW)",표절검사 SW·학사관리 SW,2023.7~2024.10(3건),"서울시교육청 수의계약 공개 — 카피킬러 스쿨 라이선스 연간 갱신(110만, 2023.7)·넷클래스 연간 사용(165만, 2023.10/2024.10) — 특성화고 계열 첫 카피킬러 확인",교육청 계약정보 공개시스템,https://open.sen.go.kr/fus/1/contractOpen/list0010v.do,상,2026.7.18 직접 열람 — 기존 학사·취업관리 SW 그룹 교차검증
449,서울디지텍고등학교,특성화고,서울,"Adobe(연례 갱신), 스파인(Spine, 2D 애니메이션 SW)",창작·디자인 SW,2023.7~2025.6(5건),"서울시교육청 수의계약 공개 — Adobe 갱신 3년 연속(506만/825만/412.5만)·스파인 갱신 2년(314.6만/361.9만, 와이즈코아) — 게임·콘텐츠 계열 전문 SW 상시 갱신 체계",교육청 계약정보 공개시스템,https://open.sen.go.kr/fus/1/contractOpen/list0010v.do,상,2026.7.18 직접 열람
450,미래산업과학고등학교,특성화고,서울,"Adobe, 컴퓨터특허과 재구조화 소프트웨어(제품명 미확인)",창작·디자인 SW·학과재구조화 SW,2023.11~2025.2(3건),"서울시교육청 수의계약 공개 — Adobe 라이선스(200만, 2023.11)·직업계고 재구조화 컴퓨터특허과 SW(726만, 2024.9 / 70.9만, 2025.2, 조달청 경유)",교육청 계약정보 공개시스템,https://open.sen.go.kr/fus/1/contractOpen/list0010v.do,상,2026.7.18 직접 열람
451,한성과학고등학교,과학고,서울,"Adobe(공동구매), 미리캔버스",창작·디자인 SW·수업도구,2023.12(2건),"서울시교육청 수의계약 공개 — Adobe 소프트웨어 공동구매(80.96만)·미리캔버스 소프트웨어(150.19만, 미리디), 2022.11 Adobe 공동구매(105.6만)는 기간 외 참고",교육청 계약정보 공개시스템,https://open.sen.go.kr/fus/1/contractOpen/list0010v.do,상,"2026.7.18 직접 열람(열린 서울교육, 100만원 이상 공개)"
452,한성과학고등학교,과학고,서울,과학고 SW·AI 교육지원사업 동아리 소프트웨어(제품명 미확인),SW·AI 교육지원사업,2025.5,서울시교육청 수의계약 공개 — 정보공학반(ESC) 동아리 소프트웨어 이용료(20.38만),교육청 계약정보 공개시스템,https://open.sen.go.kr/fus/1/contractOpen/list0010v.do,상,2026.7.18 직접 열람
453,서울과학고등학교,영재학교,서울,"Maplesoft(메이플), 계산용 SW 구독(다한테크), CAS SciFinder, NBO 분자분석 SW",수리·과학 전문 SW 구독,2023.9~2025.12(4건),"서울시교육청 수의계약 공개 — 창의연구(R&E) Maplesoft(106.7만, 2023.9)·SW·AI 창의융합 교육과정 계산용 SW 구독(585.2만, 다한테크, 2025.6)·CAS SciFinder(441.43만, 2025.7)·동아리 NeTix 분자분석 SW(30만, 2025.12)",교육청 계약정보 공개시스템,https://open.sen.go.kr/fus/1/contractOpen/list0010v.do,상,2026.7.18 직접 열람 — 다한테크는 Mathematica 국내 공급사
454,서울과학고등학교,영재학교,서울,"구름(goorm) 코딩교육 플랫폼, Adobe",코딩 LMS·창작 SW,2024.7~12(2건),"서울시교육청 수의계약 공개 — 정보과 구름 소프트웨어 이용료(97.24만, 2024.7)·Adobe 구독(82.5만, 2024.12)",교육청 계약정보 공개시스템,https://open.sen.go.kr/fus/1/contractOpen/list0010v.do,상,2026.7.18 직접 열람
455,서울과학고등학교,영재학교,서울,"ChatGPT(OpenAI.com 해외 직접 결제, R&E)",생성형 AI 구독(R&E),2025.11,"서울시교육청 수의계약 공개 — 창의재단 스테가노그래피 연구활동 AI프로그램 구독비(12.44만, OPENAI.COM 직접 결제) — 조달 플랫폼을 거치지 않는 해외 직접 결제 유형",교육청 계약정보 공개시스템,https://open.sen.go.kr/fus/1/contractOpen/list0010v.do,상,2026.7.18 직접 열람
456,세종과학고등학교,과학고,서울,"Adobe(라이선스), 컴시간(수업시간표 SW)",창작·디자인 SW·학사운영 SW,2023.10~2024.1(3건),"서울시교육청 수의계약 공개 — Adobe 라이선스(200만, 2023.10)·컴시간 SW 2건(77만, 2024.1). 리로스쿨 용역(2023~2025 연 396~435.6만)도 확인되어 기존 DB 리로스쿨 항목 검증 강화",교육청 계약정보 공개시스템,https://open.sen.go.kr/fus/1/contractOpen/list0010v.do,상,2026.7.18 직접 열람
457,인천과학고등학교,과학고,인천,"ChatGPT, 생성형 AI 구독(척척과학센터 경유)",생성형 AI 구독,2024.12~2026.5(6건),"인천교육청 계약정보 — 생성형 AI 계정 구독(231.66만, 2024.12 — 2024년 조기 도입)·수학 R&E ChatGPT(20.79만, 2025.9)·과학·정보 교과 ChatGPT(53.46만, 2025.10)·수학 R&E 생성형 AI(15.27만, 2025.11)·정보과 생성형 AI(41.04만, 2026.5)",교육청 계약정보 공개시스템,https://www.ice.go.kr/contract/ir/selectCntrInfoList.do?mi=11307,상,2026.7.18 직접 열람 — 전 건 척척과학센터(리셀러) 경유
458,인천과학고등학교,과학고,인천,"전문적학습공동체 AI 프로그램(제품명 미확인), 미리캔버스",AI 프로그램·수업도구,2024.7~2025.12(4건),"인천교육청 계약정보 — 미리캔버스(25.48만, 2024.7)·전학공(수학GOD고 놀자) AI 라이선스(62.1만, 2025.7)·전학공(MST PRO) AI 구독(76.55만, 2025.12)·전학공(물리) AI 라이선스(39.38만, 2025.12)",교육청 계약정보 공개시스템,https://www.ice.go.kr/contract/ir/selectCntrInfoList.do?mi=11307,상,2026.7.18 직접 열람
459,인천과학고등학교,과학고,인천,AI 연구용 딥러닝 서버,GPU·AI 인프라,2026.5,"인천교육청 계약정보 — AI활용 연구용 딥러닝 서버 컴퓨터 구입(3,000만, 수온)",교육청 계약정보 공개시스템,https://www.ice.go.kr/contract/ir/selectCntrInfoList.do?mi=11307,상,2026.7.18 직접 열람
460,인천과학예술영재학교,영재학교,인천,"Gemini(제미나이), 젠스파크(Genspark) — STEAM 창의탐구",생성형 AI 구독(R&E),2026.3~4(2건),"인천교육청 계약정보 — STEAM ACTIVITY 창의탐구연구 젠스파크 구독(50만, 학생 개인 명의, 2026.3)·제미나이 구독(3.3만, 2026.4)",교육청 계약정보 공개시스템,https://www.ice.go.kr/contract/ir/selectCntrInfoList.do?mi=11307,상,2026.7.18 직접 열람
461,대전도시과학고등학교,특성화고,대전,"Claude Pro(클로드 프로), 비주얼캠프 시선추적 에듀테크, 제로엑스플로우",생성형 AI·선도학교 에듀테크 구독,2025.7~2026.6,"S2B 수의계약 — 클로드 프로 라이선스(96만, 2026.6)·디지털기반 학생맞춤교육 선도학교 에듀테크 구독(비주얼캠프 60만, 2025.7)·에듀테크 라이선스(제로엑스플로우 45만, 2025.9)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202606081290925 외 — 이전 조사 '대전과학고 클로드 96만'은 대전도시과학고 계약으로 확인(유사교명 오귀속 4건째 교정)
462,수원정보과학고등학교,특성화고,경기 수원,"ChatGPT Plus, Claude Pro(직업계고 AI역량강화 거점운영교)",생성형 AI 구독(거점 일괄),2026.6(2건),S2B 수의계약 — 거점운영교 AI구독권 챗GPT(152만)+클로드 프로(64만) 일괄 구매,S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,"계약번호 202606081289948, 202606081289932"
463,창원과학고등학교,과학고,경남 창원,"ChatGPT Plus, Wolfram Alpha(수학과 창의연구, 2024)",생성형 AI·연산도구 구독(R&E),2024.10~11(7건),S2B 수의계약 — 수학과 창의연구 에듀테크: 챗GPT플러스 4건(80만)·Wolfram Alpha 2건(27.8만)·이용권(12만) — R&E 팀 단위 AI 구매가 2024년부터 시작된 사례,S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202411059813659 외
464,창원과학고등학교,과학고,경남 창원,"노션AI 비즈니스, Claude Pro, 젠스파크, Perplexity Pro, Gemini Advanced, ChatGPT(구독형 AI 6종 일괄)",생성형 AI 구독(다품목),2026.5(6건),S2B 수의계약 — 구독형 AI SW 일괄: 노션AI 비즈니스(99.8만)·클로드 프로(282.7만)·젠스파크 플러스(45만)·퍼플렉시티 프로(22.7만)·제미나이 어드밴스드(72만)·챗GPT(239.4만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202605151240930 외 — 단일 학교 최다 품목 생성형 AI 동시 구독
465,경남과학고등학교,과학고,경남 진주,"Claude Pro, ChatGPT 5(온라인 수업·창의연구)",생성형 AI 구독,2025.10~2026.4,"S2B 수의계약 — 클로드 프로 안심구독(24만, 2025.10)·온라인 수업 챗GPT5 계정(11.4만, 2026.4)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,"계약번호 202510150631884, 202604101146828"
466,광주과학고등학교,영재학교,광주,"ChatGPT Plus(반복·14계정 일괄 포함), 카미(Kami) 티처 플랜, 창의연구활동용 SW 이용권",생성형 AI·수업도구 구독,2025.4~2026.6(12건+),"S2B 수의계약 — 챗GPT 플러스 반복 구매 8건+(2025.4~10, 최대 7개월 14계정 556.6만)·카미 티처 플랜 1년(72만, 2025.10)·과학영재 창의연구활동용 SW 이용권 4건(174.3만, 2026.6)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,"계약번호 202506040368812, 202510130623879 외"
467,대구과학고등학교,영재학교,대구,"Adobe(교원 에듀테크 라이선스), ChatGPT Plus",창작·디자인 SW·생성형 AI 구독,2025.4~9,"S2B 수의계약 — 교원 에듀테크 라이선스 어도비(226.5만, 2025.4)·챗GPT 플러스 4개월 2계정(30.8만, 2025.9)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,"계약번호 202504240276845, 202509010537828"
468,부산과학고등학교,과학고,부산,"Cursor AI Pro(반복), ChatGPT 5 Plus",AI 코딩도구·생성형 AI 구독,2025.8~2026.3(4건),"S2B 수의계약 — 커서 AI 프로 3건(2025.8 66.6만, 2025.12 22.8만, 2026.3 15만)·챗GPT5 플러스 외 1종(99.9만, 2025.10)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202508260523965 외
469,강원과학고등학교,과학고,강원 원주,젭 퀴즈 프로(ZEP QUIZ PRO),퀴즈·평가 도구 구독,2025.9,S2B 수의계약 — 젭 퀴즈 프로 플랜 무제한 AI 퀴즈 구독권(33만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202509180588463
470,한성과학고등학교,과학고,서울,"Gamma Pro(감마프로, AI 프레젠테이션)",AI 프레젠테이션 도구,2026.4,S2B 수의계약 — 감마프로 12개월 안심구독(31.7만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202604071135653 — 한성과학고 첫 S2B 생성형 AI류 계약 확인
471,인천진산과학고등학교,과학고,인천,ChatGPT Plus(교사·부서별 반복 구독),생성형 AI 구독,2025.5~2026.6(11건+),S2B 수의계약 — 챗GPT 플러스 9개월 라이선스(34.53만) 7건 반복(2025.5~7)+안심구독(26.6만) 4건(2026.6) — 교사·부서 단위 소액 반복 구매 패턴,S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202505210337592 외
472,여수해양과학고등학교,특성화고,전남 여수,"ChatGPT Plus, Vrew(AI 영상편집)",생성형 AI·AI 영상편집 구독,2025.7~2026.6(3건),"S2B 수의계약 — 챗GPT 플러스(54.46만, 2025.7 / 38만, 2025.11)·브루 Vrew AI 영상편집 라이선스(3.96만, 2026.6)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,"계약번호 202507070436060, 202606011279030 외"
473,인천바이오과학고등학교,특성화고,인천,ChatGPT Team,생성형 AI 구독(팀),2025.4,S2B 수의계약 — 챗GPT 팀 1유저 1개월 계정 생성·구독(33만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202504290288857
474,경산과학고등학교,과학고,경북 경산,"AI 코스웨어·생성형 AI 구독(엘위드, 연구학교·고교학점제/선도학교)",AI 코스웨어·생성형 AI 구독(대규모),2025.4~2026.5(2건),"S2B 수의계약 — 연구학교·고교학점제 AI코스웨어+생성형AI 구독(2,860.8만, 2025.4)·선도학교 운영 AI코스웨어+생성형AI 구독(2,367만, 2026.5) — 과학고 최대급 연간 일괄 계약 2년 연속",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,"계약번호 202504280286659, 202605151240283"
475,부산일과학고등학교,과학고,부산,"ChatGPT Plus, Google Colab Pro",생성형 AI·클라우드 구독(조기 도입),2024.7~8,"S2B 수의계약 — 챗GPT4 6개월 구독권(32.5만, 2024.7)·구글 코랩 프로(29.9만, 2024.8) — 과학고 계열 2024년 조기 도입 사례",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,"계약번호 202407239580765, 202408209616934"
476,대전과학고등학교,영재학교,대전,"Wolfram Alpha(울프람알파, 학습데이터 프로젝트)",연산·지식엔진 구독,2024.12,S2B 수의계약 — 학습데이트 프로젝트 사업 울프람알파 구독(42.9만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202412049898685
477,충남해양과학고등학교,특성화고,충남 보령,ChatGPT Plus(12개월 외 1종),생성형 AI 구독,2025.12,S2B 수의계약 — 챗GPT 플러스 12개월 라이선스 외 1종(119.72만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202512290857428
478,경북생활과학고등학교,특성화고,경북 경주,ChatGPT Plus(사회과 수업→전교 확대),생성형 AI 구독,2024.10~2025.11(2건),"S2B 수의계약 — 사회과 수업용 챗GPT 구독권(12만, 2024.10)→챗GPT5 플러스(151.2만, 2025.11)로 확대",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,"계약번호 202410229771414, 202511050696786"
479,한국생명과학고등학교,마이스터고,경북 안동,ChatGPT 5 Plus,생성형 AI 구독,2025.10,S2B 수의계약 — 챗GPT5 플러스 4개월(15.2만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202510240661445
480,한국게임과학고등학교,특성화고,전북 완주,ChatGPT Plus,생성형 AI 구독,2025.10,S2B 수의계약 — 챗GPT 플러스 8개월 구독 라이선스(30만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202510170643088
481,경남해양과학고등학교,특성화고,경남 남해,ChatGPT 5 Plus,생성형 AI 구독,2025.9,S2B 수의계약 — 챗GPT5 6개월 구독권 외 1종(189만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202509010538783
482,전남자연과학고등학교,특성화고,전남 나주,ChatGPT Plus,생성형 AI 구독,2025.7,S2B 수의계약 — 챗GPT 플러스 6개월 구독권(120만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202507210467607
483,성남테크노과학고등학교,특성화고,경기 성남,ChatGPT Plus(12개월),생성형 AI 구독,2025.2(2건),S2B 수의계약 — 챗GPT4 12개월 구독권(120만+60만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202502260109751 외
484,김천생명과학고등학교,특성화고,경북 김천,ChatGPT Plus(에듀테크 구독 라이선스),생성형 AI 구독(대규모),2025.7,S2B 수의계약 — 챗GPT 플러스 에듀테크 구독 6개월(694.26만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202507170462477
485,전남조리과학고등학교,특성화고,전남 곡성,다트피쉬(Dartfish) 영상분석 SW,스포츠 영상분석 SW 구독,2024.1,S2B 수의계약 — 볼링 다트피쉬 영상분석 소프트웨어 구독 라이선스(220만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202401089085530
486,동일미래과학고등학교,특성화고,광주,"매쓰홀릭(AI 수학 코스웨어), 패들렛(백팩·스쿨·플래티넘)",AI 코스웨어·협업도구 구독(디지털 선도학교),2023.11~2025.5,"S2B 수의계약 — 디지털 선도학교: 매쓰홀릭 수학 AI코스웨어 구독(900만, 2023.11)·패들렛 백팩(210만, 2024.1)·패들렛 플래티넘(174만, 2024.7)·패들렛 스쿨(135만, 2025.5) — 2023년 계약은 본 DB 최초기 사례군",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202311278961304 외
487,동일미래과학고등학교,특성화고,광주,"클래스카드, 레서(AI 국어 튜터), AI투닝학교, 노크, 매쓰튜터, 왓키즈, 하마룸, ZEP, ChatGPT",AI 코스웨어 다품목(디지털 선도학교),2024.7~2026.4(10건+),"S2B 수의계약 — 클래스카드(389만)·AI 국어 학습 튜터 레서(312만)·AI투닝학교(668.2만)·노크(260.7만)·매쓰튜터(66만)(이상 2024.7), 챗GPT(144만 2025.5, 24만 2025.8, 46.9만 2025.11), 왓키즈(12만)·하마룸(26.95만)·ZEP(132만)(2026.4) — 전국 최다 품목 AI 코스웨어 실증형 도입",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202407159563326 외
488,전남기술과학고등학교,특성화고,전남 강진,"Claude Pro(1년), ChatGPT Plus",생성형 AI 구독,2025.7~2026.4(2건),"S2B 수의계약 — 챗GPT 플러스 7개월(139.65만, 2025.7)·클로드 프로 1년 사용권(217만, 2026.4)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,"계약번호 202507160460269, 202604221183246"
489,청주IT과학고등학교,특성화고,충북 청주,"Manus AI(에이전트), Meshy AI(3D 모델 생성)",AI 에이전트·3D 생성 구독,2026.5(2건),S2B 수의계약 — 마누스 Manus AI 에이전트 베이직(40만)·메쉬 Meshy AI 3D 모델 생성 프로 스튜디오 외 1종(710만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,"계약번호 202605201253403, 202605201253280"
490,전주생명과학고등학교,특성화고,전북 전주,패들렛(교육용 이용권),협업·제작 도구 구독,2025.8,S2B 수의계약 — 에듀테크 활성화 교육용 패들렛 이용권(235.2만),S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202508290533143
491,부산컴퓨터과학고등학교,특성화고,부산,에듀테크 SW(미리캔버스·신우정보·라운지·제로엑스플로우·테크빌 등),에듀테크 SW 일괄(선도학교),2024.10~2025.9(7건),"S2B 수의계약 — 에듀테크 SW 구입(미리디=미리캔버스 125.16만·신우정보 240만, 2024.10)·교실수업혁신 수업도구(759만, 2024.12)·선도학교 에듀테크 SW 3건(라운지 280만·제로엑스플로우 281.9만·테크빌교육 283.8만, 2025.9)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202509150577134 외
492,한국외식과학고등학교,특성화고,경기 양주,"클래스룸스크린 Pro, Gemini Pro",수업 화면도구·생성형 AI 구독,2024.11~2026.5,"S2B 수의계약 — 클래스룸스크린 pro 2건(117.4만, 2024.11)·제미나이 프로3.1 안심구독(77만, 2026.5)",S2B 구매기록,https://www.s2b.kr/S2BNCustomer/tcmo001.do?forwardName=list03,상,계약번호 202411189848479 외
